band,bandLabel,reclabel
Q16254732,Io Echo,Q2690060
Q16253507,Hypocrite in a Hippy Crypt,Q7837554
Q16561767,Emily's Army,Q355175
Q16566221,Into It. Over It.,Q2837175
Q16247840,Cloudland Canyon,Q7694177
Q16248937,Diamond Rugs,Q7140619
Q16292807,Retox,Q726153
Q16292807,Retox,Q993066
Q7749669,The Maines Brothers Band,Q165745
Q7750878,The Medicine Men,Q1815770
Q7750758,The McCrarys,Q193023
Q7751265,The Microphones,Q3080929
Q7750758,The McCrarys,Q6546074
Q7749368,The Mae Shi,Q1741329
Q7751195,The Metro All Stars,Q277626
Q7749450,The Magic Magicians,Q12718754
Q7751091,The Merry-Go-Round,Q277626
Q7750834,The Meat Purveyors,Q885233
Q7751013,The Mendoza Line,Q1741782
Q7749826,The Mammals,Q7512826
Q7749693,The Make,Q7649186
Q7750754,The McCarters,Q843402
Q7750826,The Measure,Q5292678
Q7751264,The Micronotz,Q5503020
Q7731856,The Embarrassment,Q5503020
Q7764080,The Shys,Q165711
Q10308004,Jonezetta,Q2297042
Q11897643,Times New Viking,Q7515608
Q7731844,The Elvis Brothers,Q1110777
Q10341190,Opiate for the Masses,Q158867
Q10302030,Indwelling,Q2669433
Q7731833,The Elms,Q2504576
Q7731907,The Emotron,Q4803681
Q10267084,Disma,Q7248324
Q10372854,Society's Finest,Q305378
Q10381358,The Ernies,Q10296131
Q10372985,Solace,Q1864938
Q10372985,Solace,Q6823417
Q10372985,Solace,Q7542915
Q6707741,Lye By Mistake,Q2905412
Q6707830,Lying in States,Q5457215
Q6711844,M'Boom,Q183387
Q6711844,M'Boom,Q880530
Q6711844,M'Boom,Q4874848
Q6708145,Lymbyc Systym,Q7988422
Q6701696,Promise of the Real,Q1308364
Q6703540,Luna Mortis,Q158867
Q6912832,Morning Glory,Q605388
Q6708165,lyme and cybelle,Q7995530
Q6703268,Luminate,Q2504576
Q6911307,Moreland and Arbuckle,Q2093233
Q6706085,Luv'd Ones,Q5315806
Q6705182,Lusk,Q3249038
Q7752823,The Mynabirds,Q1758109
Q7759757,The Rebels,Q279035
Q7759757,The Rebels,Q4779433
Q7759541,The Reactionaries,Q3875178
Q7759434,The Raphaels,Q2142601
Q7759339,The Raindogs,Q585643
Q7759530,The Raymond Brake,Q7520704
Q7753001,The Nadas,Q16835879
Q7771873,The VSS,Q3110013
Q7771806,The Uptones,Q4637552
Q7771859,The V-Roys,Q5321460
Q7759343,The Rainmakers,Q700359
Q7759620,The Real Nasty,Q16958120
Q7771661,The Unlovables,Q7997483
Q7759211,The Radiants,Q772494
Q7796980,Thought Chamber,Q702361
Q7786235,This Providence,Q1046066
Q7784923,Third Power,Q2034661
Q7785675,This Day and Age,Q2023972
Q7796983,Thought Industry,Q756320
Q7786502,Thisway,Q645889
Q7796985,Thought Riot,Q277795
Q7785612,This Beautiful Republic,Q3314894
Q7798506,Throw Me the Statue,Q1759608
Q7786322,This Time Next Year,Q17151102
Q7798522,Throw the Fight,Q5170023
Q7785629,This Busy Monster,Q809177
Q7785214,Thirty Called Arson,Q3906822
Q7798479,Through the Sparks,Q7537608
Q7797599,Three Loco,Q15116528
Q7785670,This Day Forward,Q264980
Q6938758,Murk,Q2265719
Q6943572,Musée Mécanique,Q7699603
Q6943812,Mutha's Day Out,Q1088453
Q6945103,My Brother's Mother,Q301475
Q6930348,Mt. St. Helens Vietnam Band,Q5245342
Q6944374,Muzaic,Q2801595
Q6945734,My Jerusalem,Q2413622
Q6940668,Museum Mouth,Q16977744
Q6945419,My Favorite Highway,Q203059
Q6945618,My Head,Q193023
Q6948869,Mystery Skulls,Q843402
Q6944795,MyChildren MyBride,Q305378
Q6933391,Mukala,Q5399565
Q6930986,Much the Same,Q265169
Q6948424,Myron Butler & Levi,Q4382045
Q8058781,Your Enemies Friends,Q851379
Q8058577,Youngblood Hawke,Q4413456
Q8073166,Zoar,Q2100771
Q8058642,Youngstown,Q387539
Q8071898,Zilla,Q7389161
Q8058534,Young and in the Way,Q4037112
Q8063730,Zaca Creek,Q183387
Q8073733,Zombie Apocalypse,Q22087173
Q8064611,Zahara,Q4774898
Q8057877,Young & Rollins,Q7671634
Q8058480,Young Widows,Q1327710
Q8073550,Zolar X,Q438628
Q8072606,Zip Code Rapists,Q4740277
Q18157046,Sky’s The Limit,Q16962224
Q18153783,Junior Prom,Q726251
Q18157798,The National Acrobat,Q6034109
Q18157802,National Eye,Q7138178
Q18155695,We Are Toonz,Q216364
Q18155674,Moonshine Bandits,Q2598277
Q18157906,No For An Answer,Q1759336
Q18157906,No For An Answer,Q2566507
Q18155674,Moonshine Bandits,Q4828256
Q18157906,No For An Answer,Q18155227
Q18154600,Stickup Kid,Q355175
Q18155070,Marriages,Q7423929
Q18157265,Fats Comet,Q3882325
Q18157906,No For An Answer,Q18628
Q7272110,Quincy,Q183387
Q7282735,Rafter,Q1772450
Q7272803,Quo,Q216364
Q7272803,Quo,Q3273015
Q7280147,Radford,Q202585
Q7284007,Railcars,Q5578838
Q7284050,Railroad Earth,Q7389161
Q7273296,R.A.M.B.O.,Q5684027
Q7279964,Radar Bros.,Q1921640
Q7279964,Radar Bros.,Q2371991
Q7280858,Radio Iodine,Q2301434
Q7277202,RNDM,Q6900882
Q7270736,Queens Club,Q2297042
Q7279362,Rachel Rachel,Q8034303
Q7271859,Quiet Company,Q6888797
Q6663045,Lo-Pro,Q212699
Q6663066,LoCash,Q4828256
Q6663066,LoCash,Q7273223
Q6671303,Lone Justice,Q212699
Q6661036,Llama,Q2338889
Q6648818,Little-T and One Track Mike,Q2002177
Q6648606,Litmus Green,Q2566507
Q6668959,Lollipop Lust Kill,Q4797479
Q6650500,Little Jackie,Q2050200
Q6668847,Lola Ray,Q216364
Q6663041,Lo-Key?,Q7170748
Q6669090,Loma Prieta,Q4037112
Q6841172,Middian,Q756320
Q6668727,Lokomotiv,Q183412
Q18151558,The Last Internationale,Q216364
Q18151375,Gap Dream,Q4998551
Q18149741,Ex-Idols,Q201607
Q18153075,Shawn Holt & the Teardrops,Q4926602
Q18151331,Lutefisk,Q4941802
Q18151607,Gideon,Q264980
Q18151607,Gideon,Q2669433
Q18151813,Little Daylight,Q193023
Q18149053,Bootstraps,Q1324712
Q18150994,Islander,Q1636558
Q18153761,Joywave,Q387539
Q18153237,Hullabaloo,Q2930498
Q18153237,Hullabaloo,Q18155300
Q16852219,Kid Gorgeous,Q3734513
Q16850647,johnboy,Q3997413
Q16849095,IV Xample,Q304509
Q16850019,Jersey Bound Trunk Crew,Q216364
Q16858535,Kopecky Family Band,Q128280
Q16866564,L.A. Posse,Q654283
Q16849279,Jada,Q4005789
Q16849716,The Jars,Q1096973
Q16850253,Jimmy and the Soulblazers,Q1728690
Q16850706,Johnny Vomit & The Dry Heaves,Q5581657
Q16858592,Kostars,Q3330733
Q16848330,Inventions,Q1327710
Q16852512,Kingspade,Q2598277
Q16849876,JC Brooks & the Uptown Sound,Q885233
Q18148581,The Goldens,Q193023
Q18148581,The Goldens,Q216364
Q17986729,Crobot,Q1473565
Q18123909,Sleepwave,Q726153
Q17985361,'68,Q1273666
Q17985967,Blothar,Q756320
Q18147715,You+Me,Q202585
Q19361044,I Am They,Q5399565
Q18022111,King 810,Q18628
Q17986233,Camera Shy,Q17151102
Q17748058,Citizen,Q17151102
Q18148945,Azar Swan,Q61523615
Q18022111,King 810,Q264980
Q5683268,Have Nots,Q7132585
Q5691884,Heart Attack,Q5211910
Q5692913,Heartless Bastards,Q1397914
Q5692913,Heartless Bastards,Q7140619
Q5678833,Hash Jar Tempo,Q21593048
Q5694915,Heavens,Q726153
Q5689248,Head Wound City,Q7797676
Q5683026,Havalina,Q2297042
Q5689858,Headphones,Q12718754
Q5690065,Headstrong,Q50074604
Q5688262,Hazen Street,Q216364
Q5658236,Harkonen,Q2718029
Q6927066,Moving Mountains,Q3777260
Q6912868,Morning Spy,Q4663370
Q6919107,Mound City Blue Blowers,Q994175
Q6917516,Motherhead Bug,Q6704309
Q6926373,Mouthpiece,Q1759336
Q6917544,Mothermania,Q960732
Q6924887,Mountain Brothers,Q7377914
Q6914269,Morsel,Q7542915
Q6913280,Moros Eros,Q1636558
Q6929756,Mrs. Fun,Q5208253
Q6929450,Mr Russia,Q6523223
Q6917385,Mother Mallard's Portable Masterpiece Company,Q1143936
Q6926045,Mouse and the Traps,Q2134965
Q6926045,Mouse and the Traps,Q4883239
Q6927281,Mower,Q2598277
Q6926014,Mouse Fire,Q6701537
Q7236856,Powersurge,Q18628
Q7501077,Shootyz Groove,Q165745
Q7496764,Shilpa Ray and her Happy Hookers,Q6422640
Q7505756,Shuvel,Q231694
Q7503153,Showbread,Q2297042
Q7235740,Pousette-Dart Band,Q193023
Q7499890,Shockabilly,Q1820549
Q7497414,Shiner,Q546258
Q7238973,Pray for the Soul of Betty,Q1273666
Q7497707,Shinobu,Q1631774
Q7504003,Shrimp Boat,Q2883714
Q7503453,Shredded Corpse,Q8000759
Q7502880,Shovels & Rope,Q5494088
Q7237049,Pozo-Seco Singers,Q183387
Q7237928,Prairie Madness,Q183387
Q7500229,Sholi,Q4047764
Q7507373,Sic Alps,Q7515608
Q5587346,Gosling,Q466649
Q5598380,Grayskul,Q1634794
Q5594780,Grand Mal,Q7042825
Q5587378,Gospel Claws,Q5153501
Q5597813,Gravedigger Five,Q2909797
Q5598289,Grayceon,Q7248324
Q5595782,Granicus,Q202585
Q5591705,Grade 8,Q2002177
Q5597905,Graves of Valor,Q1144968
Q5655145,Hard Boyz,Q1656371
Q5592103,Grady,Q438628
Q5587392,Gospel Music Workshop of America,Q1341612
Q5593702,Grammatrain,Q3314894
Q5597703,Gratitude,Q202440
Q5599761,Great Plains,Q183387
Q16873268,Peech Boys,Q190585
Q16875201,Run River North,Q1029135
Q16873359,The Rattlers,Q11886845
Q16886082,The Wayfarers Trio,Q165745
Q16919531,New York Jazz Quartet,Q466785
Q16873187,The Nice Boys,Q4916025
Q16932414,The Marcy Brothers,Q202440
Q16932414,The Marcy Brothers,Q843402
Q16932414,The Marcy Brothers,Q64485314
Q16873196,No Bird Sing,Q7621380
Q16886257,The Uncluded,Q1634794
Q16885670,Siah and Yeshua DapoED,Q5464999
Q16929773,The Revivalists,Q1473565
Q16948929,Longstocking,Q1059115
Q7773167,The Waboritas,Q304509
Q7772651,The Village Green,Q7577360
Q7773113,The Vox Jaguars,Q4769858
Q7772139,The Vels,Q165745
Q7772660,The Village Stompers,Q216364
Q7772120,The Vehicle Birth,Q5182163
Q7772228,The Verve Pipe,Q202585
Q7773242,The Wake,Q1397901
Q7773221,The Waiting,Q7193701
Q7771923,The Valerie Project,Q1254522
Q7772702,The Vindictives,Q430070
Q7772132,The Vejtables,Q2873096
Q7773340,The Wallets,Q7858059
Q8035683,World Entertainment War,Q2338889
Q8036374,World Under Blood,Q158886
Q8038416,Write This Down,Q2297042
Q8035764,World Gang,Q6008072
Q8037569,Wrangler Brutes,Q1741329
Q8028739,Wizard Sleeve,Q145540
Q8030583,Wolves at the Gate,Q305378
Q8038104,Wretched,Q1636558
Q8037754,Wrench in the Works,Q2669433
Q8038103,Wretched,Q5707538
Q8028196,Within the Ruins,Q1273666
Q8028196,Within the Ruins,Q1636558
Q8029035,Woe of Tyrants,Q756320
Q8028784,Wizardzz,Q529061
Q7714282,The Armchairs,Q7260393
Q7715518,The Bandana Splits,Q7852663
Q7715006,The Avant-Garde,Q183387
Q7715572,The Banner,Q675208
Q7716142,The Beatnigs,Q438628
Q7715085,The Awesome Snakes,Q5190248
Q7714215,The Ardells,Q216364
Q7715245,The Back Porch Majority,Q216364
Q7714592,The Artistics,Q1757254
Q7714985,The Autumn Defense,Q4788909
Q7716094,The Beat Club,Q202440
Q7714108,The Aquanettas,Q2265719
Q7714817,The Atlas Moth,Q852900
Q7714114,The Aquarium,Q1228431
Q7714889,The Audition,Q1636558
Q7121862,Pac Div,Q4005789
Q7132355,Papa Vegas,Q202585
Q7129750,Panacea,Q1426154
Q7124789,Pain,Q7581154
Q7128632,Palomino Road,Q1392321
Q7124241,Page France,Q12718754
Q7127593,Palisades,Q2154708
Q7131824,Panthers,Q202440
Q7131824,Panthers,Q18395343
Q7119088,PFFR,Q4916025
Q7121955,Pacha Massive,Q6957268
Q7119807,PMtoday,Q2154708
Q7124911,Painstake,Q281881
Q7122281,Pacific Air,Q4413456
Q7940039,volcano!,Q3521549
Q7805344,Time in Malta,Q264980
Q7801445,Tiger Moon,Q202440
Q7801188,Tiffany Affair,Q645889
Q7800636,Tickertape Parade,Q3503967
Q7937233,Vitreous Humor,Q5182163
Q7940052,Volcano,Q7537030
Q7939677,Voices,Q3249038
Q7801353,Tiger & the Helix,Q4787717
Q7937498,Viva Voce,Q2034661
Q7801246,Tiffany Shade,Q4043631
Q7937453,Viva Death,Q669127
Q7804984,Time Flies,Q673104
Q7800702,Tickle Me Pink,Q1473565
Q7940054,Volcano Choir,Q511652
Q7940041,"Volcano, I'm Still Excited!!",Q996818
Q9287647,Treepeople,Q2930498
Q9287647,Treepeople,Q3080929
Q10261448,Cretin,Q657558
Q7775872,The World's Famous Supreme Team,Q190585
Q7775872,The World's Famous Supreme Team,Q1063242
Q9284765,Sun,Q193023
Q9550131,22 Jacks,Q266645
Q9384603,Killers,Q770103
Q9286874,He Is Legend,Q1124153
Q9286874,He Is Legend,Q28368754
Q9293405,Holy Mother,Q694052
Q9291749,Pedro the Lion,Q1115142
Q15906346,Expire,Q913631
Q15931213,Big Data,Q843402
Q15820989,Jersey Dogs,Q8000759
Q15842558,Rivers of Nihil,Q756320
Q15851471,Tribe after Tribe,Q202440
Q15907621,Bad Things,Q843402
Q15927187,Premonition 13,Q1504121
Q15963313,X Ambassadors,Q231694
Q15849769,Sworn In,Q7299616
Q15854892,With Dead Hands Rising,Q1390427
Q16866576,The Lashes,Q430070
Q7712028,The A-Sides,Q669127
Q7712409,The Adored,Q1191537
Q6948932,Mystic Chords of Memory,Q385558
Q7712197,The Accents,Q994175
Q7713167,The Alley Cats,Q3701506
Q7712329,The Actual,Q7554113
Q7712038,The A.K.A.s,Q1046066
Q7712021,The A-Bones,Q7060677
Q6951563,N.O.T.R.,Q3639792
Q6951930,N2Deep,Q3922628
Q7712338,The Ad Libs,Q4928948
Q7713243,The Alter Boys,Q5477601
Q6951531,N.E.D.,Q2172834
Q6951904,N17,Q2533251
Q7711982,The 7A3,Q212699
Q7711980,The 77s,Q5420398
Q5971486,II D Extreme,Q2338889
Q5971486,II D Extreme,Q19768394
Q5955997,Hyland,Q2297042
Q5973329,IQU,Q3080929
Q5940175,Humble Gods,Q2598277
Q5945971,Hunx and His Punx,Q5656232
Q5965704,Claw Hammer,Q2737528
Q5969709,The Thad Jones/Mel Lewis Orchestra,Q885833
Q5969709,The Thad Jones/Mel Lewis Orchestra,Q50074604
Q5942463,Hundredth,Q942820
Q5942463,Hundredth,Q1390427
Q5947031,Hurray for the Riff Raff,Q128280
Q7748929,The Love Kills Theory,Q8043433
Q7748228,The Long Lost,Q1358555
Q7748297,The Long Winters,Q809177
Q7747381,The Limousines,Q5216047
Q7747998,The Lofty Pillars,Q753819
Q7747892,The Living Sisters,Q2034661
Q7748830,The Loud Family,Q4725604
Q7748906,The Love Exchange,Q2348254
Q7748756,The Lost Trailers,Q4413456
Q7748756,The Lost Trailers,Q4836116
Q21050232,Too Close to Touch,Q726153
Q21512884,GTA,Q21029768
Q21188145,Bonaroo,Q368194
Q21526558,Mandolin Orange,Q8052513
Q21411018,Warlord,Q305378
Q21485176,La Luz,Q5656232
Q21189803,The Garden,Q4998551
Q21316022,Few Left Standing,Q305378
Q21316022,Few Left Standing,Q2297042
Q21189657,OBB,Q3699593
Q21189286,Conveyer,Q1636558
Q21189930,XXI,Q2297042
Q16866651,Lotus Eaters,Q7846500
Q16866607,Limi-T 21,Q3298975
Q17110076,Years Since the Storm,Q262530
Q17108567,The Wackers,Q726251
Q17126246,Wungabongas,Q7990869
Q17109021,Watter,Q1327710
Q17126259,Wild Child,Q5494088
Q17110687,Surgery,Q474627
Q17125836,Upset,Q5292678
Q17125836,Upset,Q60745895
Q17108666,Xibalba,Q1848896
Q16866660,The Lunabelles,Q4836116
Q17109596,Thy Will Be Done,Q7617235
Q17108658,Wovenwar,Q756320
Q17137841,Schematic,Q16962224
Q24075133,Poured Out,Q2669433
Q22908009,Purling Hiss,Q1254522
Q22669962,Wage War,Q1399294
Q23661714,The Dorsey Brothers,Q1757254
Q23665197,The Menzingers,Q726153
Q23665197,The Menzingers,Q1157105
Q23139176,Windhand,Q657558
Q23761822,The Wild Feathers,Q843402
Q23018374,The Freeborne,Q6900493
Q23772257,The Shelters,Q843402
Q22906096,3Teeth,Q4801381
Q23043355,Black Cats,Q4827652
Q23043355,Black Cats,Q5023981
Q23043355,Black Cats,Q7685416
Q24077684,Amen Dunes,Q7397064
Q24192039,Milk Cult,Q2745349
Q24077784,Chamaeleon Church,Q1881437
Q7113404,Over It,Q203059
Q7103976,Orpheus,Q1881437
Q7103976,Orpheus,Q4883239
Q7110601,Our Daughter's Wedding,Q3629023
Q7113719,Overkill L.A.,Q639182
Q7118239,PAS/CAL,Q6507002
Q7109606,Otto Gray and his Oklahoma Cowboys,Q1122815
Q7109606,Otto Gray and his Oklahoma Cowboys,Q1757254
Q7111884,Outbreak,Q913631
Q7118123,PAK,Q2297757
Q7104061,Orrall & Wright,Q1402435
Q7104034,Orquesta del Desierto,Q6823417
Q7118310,PAX217,Q3314894
Q7116627,Ozone,Q43327
Q7110667,Our Heart's Hero,Q6144306
Q7108839,Otis Williams and the Charms,Q1742077
Q7111534,Out of Eden,Q6144306
Q7766285,The Star Spangles,Q193023
Q7766477,The Stepkids,Q917511
Q7766523,The Stiletto Formal,Q1146832
Q7766138,The Ssion,Q5302423
Q7766131,The Squirrels,Q7228960
Q7784108,Thieves and Villains,Q1636558
Q7766405,The Statesmen Quartet,Q202585
Q7784804,Third Coast Kings,Q18288957
Q7784258,Thin Dark Line,Q2023972
Q7765963,The Spits,Q5280964
Q7766483,The Stereo,Q1046066
Q7766441,The SteelDrivers,Q2164531
Q7766512,The Stick People,Q5322987
Q7784588,Thinking Fellers Union Local 282,Q1327994
Q7784426,Thingy,Q4669861
Q5913350,Hour Glass,Q1392321
Q5922174,Howl,Q657558
Q5928589,Hudson Brothers,Q1250403
Q5937331,Human Radio,Q183387
Q5939632,Humans,Q2265719
Q5922298,Howlin Maggie,Q183387
Q5930675,Yomo & Maulkie,Q575026
Q5930675,Yomo & Maulkie,Q585643
Q10535381,Informatik,Q4439915
Q10673145,Soledad Brothers,Q6093620
Q5912505,Hotstylz,Q4927139
Q7982089,Welt,Q5287325
Q5914566,House band of Conan O'Brien,Q5767810
Q5916461,Houston County,Q7273223
Q10539545,Jane,Q3106841
Q24897007,Crossing Rubicon,Q25843695
Q24908102,Wakrat,Q838544
Q24913557,Vastum,Q63066669
Q24915077,On Fillmore,Q183387
Q24915077,On Fillmore,Q5245342
Q24887968,June's Diary,Q216364
Q24911573,Red Sun Rising,Q7299616
Q24912264,Sunflower Bean,Q1397914
Q24895714,case/lang/veirs,Q295794
Q24915285,Bent Knee,Q1143936
Q7718776,The Blue Humans,Q2906225
Q7745509,The Larks,Q557632
Q7747009,The Letters Organize,Q265169
Q7745509,The Larks,Q2858450
Q7745509,The Larks,Q3091080
Q7747368,The Limeliters,Q726251
Q7747368,The Limeliters,Q843402
Q7745648,The Last Dance,Q5215469
Q7746579,The Leaving Trains,Q639182
Q7745547,The Last,Q2909797
Q7745303,The Lamp of Childhood,Q3716272
Q7747157,The Life and Times,Q4788909
Q7745540,The Lassie Foundation,Q7919382
Q7746639,The Leftovers,Q7080121
Q17386735,Starset,Q1399294
Q17386735,Starset,Q7299616
Q17492293,The Empty Hearts,Q4120935
Q17510076,Bis-quits,Q7080420
Q17388812,Sylvan Esso,Q16958037
Q18719048,Avion Roe,Q726153
Q17492477,Skyliner,Q4042925
Q18719013,WATERS,Q669127
Q17388125,7 Mile,Q5182714
Q17484173,Inc.,Q238095
Q17509935,Adventures,Q17151102
Q7853810,Turbo Fruits,Q3047114
Q7850685,Tub Ring,Q6061215
Q7856645,Tuscadero,Q7694262
Q7856033,Turning Point,Q1115142
Q7849390,Tsar,Q387539
Q7854958,Turing Machine,Q2068991
Q7853633,Tura Satana,Q703603
Q7850148,Tsunami,Q7520704
Q7851421,Tuesday,Q1631774
Q7857600,Twelve Gauge Valentine,Q305378
Q7855956,Turner Nichols,Q4836116
Q7857806,Twenty One Pilots,Q1046066
Q7857688,Twennynine,Q726251
Q7850154,Tsunami Brothers,Q2598277
Q7848829,Trytan,Q4357206
Q7718696,The Bloody Hollies,Q2737528
Q7717871,The Bigger Lights,Q5288377
Q7718709,The Blow,Q3080929
Q7718008,The BillyBones,Q5304416
Q7718487,The Blackbyrds,Q1308364
Q7717793,The Big Sleep,Q2068991
Q7718323,The Black Gang,Q183387
Q7718344,The Black Hollies,Q5393342
Q7718504,The Blackout Pact,Q1146832
Q7717479,The Big 3,Q5426740
Q7718687,The Bloodsugars,Q5377727
Q7718505,The Blackouts,Q7532146
Q7718510,The Blacks,Q885233
Q7718402,The Black Pacific,Q266645
Q7718208,The Bittersweets,Q7934899
Q18719070,Scarecrow,Q7575163
Q18719089,Direct Hit,Q605388
Q18719057,BlackLace,Q6794041
Q18719095,Free Throw,Q5176725
Q18890163,Art of Anarchy,Q158867
Q18890163,Art of Anarchy,Q24884940
Q18719124,Tacocat,Q5656232
Q18719130,The Relapse Symphony,Q7598051
Q18719094,Foxing,Q2837175
Q18719118,Restorations,Q266645
Q18719106,Major League,Q3877531
Q18719101,Little Big League,Q17151102
Q18719060,Crying,Q17151102
Q18608997,MisterWives,Q3381546
Q18712314,Hollywood Monsters,Q6794041
Q18393721,The Rides,Q4120935
Q18393721,The Rides,Q7252798
Q18390221,MHz Legacy,Q5464999
Q18712529,Silent Planet,Q305378
Q18412612,I the Mighty,Q264980
Q18636213,Thomas Jefferson Slave Apartments,Q466649
Q18719004,Audacity,Q4998551
Q18712203,The Eeries,Q231694
Q18411198,Come the Dawn,Q2117925
Q18712647,Young Rising Sons,Q231694
Q18712106,American Standards,Q1636558
Q18712811,The Bobby Broom Trio,Q1739374
Q19879063,Cherubs,Q3997413
Q19872056,The Alley Cats,Q216364
Q19874523,Cactus Choir,Q3699593
Q19867144,Witness,Q700359
Q19878619,Harm's Way,Q756320
Q19878619,Harm's Way,Q4037112
Q19867570,Bloody Hammers,Q693194
Q19871193,6 Way St.,Q5188361
Q19872043,Allen & Allen,Q6546074
Q19879188,James Davis,Q43327
Q19879421,Downtown Boys,Q778673
Q19879421,Downtown Boys,Q5292678
Q19874093,Broadside,Q1636558
Q7530158,Sirens Sister,Q7727496
Q7515799,Silver,Q664167
Q7524585,Sinking Ships,Q1759336
Q7508263,Side Effect,Q726251
Q7508263,Side Effect,Q1308364
Q7512781,Signalrunners,Q551566
Q7521674,Sinai Beach,Q1636558
Q7521674,Sinai Beach,Q2669433
Q7508307,Side Walk Slam,Q2297042
Q7514035,Silage,Q7632512
Q7515996,Silver Daggers,Q529061
Q7521937,Sincebyman,Q1759336
Q7518588,Simon Dawes,Q750315
Q7523854,Single File,Q645889
Q7717412,The Beu Sisters,Q2050200
Q7716482,The Belmonts,Q287177
Q7716482,The Belmonts,Q1251139
Q7716177,The Beautiful Mistake,Q7751417
Q7716413,The Belle Brigade,Q645889
Q7716528,The Bens,Q796316
Q16961611,Mike Watt and the Secondmen,Q183387
Q16960730,Light Asylum,Q11343543
Q16961938,Nightmare and the Cat,Q193023
Q16962002,Shine Bright Baby,Q4835417
Q16960575,Leviathan,Q7457734
Q18157965,Nothing More,Q4038001
Q16962528,Palomar,Q7763264
Q16961728,Murder Construct,Q657558
Q16961693,Mood Rings,Q11343543
Q18158141,Operation: Mindcrime,Q1470264
Q16961880,Nervous Gender,Q1096973
Q16962159,Otis & Shug,Q231694
Q18158216,Parade of Lights,Q1200368
Q16961760,My Heart To Joy,Q18353411
Q16962795,The Ongoing Concept,Q305378
Q16966846,Perfect Pussy,Q5037096
Q16967132,Pitchfork,Q3874581
Q16962865,Passion,Q3277650
Q16966548,Pallbearer,Q158886
Q16966850,Perfect Stranger,Q3699593
Q16967013,Phinehas,Q28221948
Q16962813,Party of One,Q2589723
Q16967649,Prayers for Atheists,Q7621380
Q16967715,Prick,Q2085119
Q16967110,Pinkish Black,Q158867
Q16967184,Planet Soul,Q833007
Q16967023,PHOX,Q7140619
Q16949934,Madder Rose,Q202440
Q16949934,Madder Rose,Q7445624
Q16949823,Machine,Q202585
Q17098791,Matt and Bubba Kadane,Q3997413
Q17108139,The U-Krew,Q1123266
Q17091631,Woven,Q231694
Q17104762,YG'z,Q645889
Q17091953,Speedy Ortiz,Q5045602
Q17098656,Low Pros,Q5465592
Q17091953,Speedy Ortiz,Q18149753
Q17092059,Squirtgun,Q1157105
Q17092059,Squirtgun,Q1631774
Q17092156,Sundy Best,Q1273666
Q17100465,Dead Fucking Last,Q726153
Q17100465,Dead Fucking Last,Q3330733
Q17091544,Wire Train,Q4637552
Q21855100,Trina & Tamara,Q183387
Q21648421,DNCE,Q4413456
Q21716323,"Myka, Relocate",Q262530
Q21664282,The Arcs,Q1849138
Q16968065,Listening,Q2034661
Q16967840,Protomartyr,Q1238400
Q16967837,Wonderlick,Q5510658
Q16967840,Protomartyr,Q5656232
Q16968447,Reefer,Q4735111
Q16968191,Rain,Q1228431
Q16967910,Pullman,Q448723
Q16967982,Puss n Boots,Q885833
Q16968057,Quiet Elegance,Q669476
Q16968063,Quilt,Q11343543
Q16967728,Priests,Q5292678
Q16968239,Yesterdays Rising,Q1399294
Q17151030,Real Friends,Q1399294
Q17151620,Vortis,Q3524083
Q17151701,Zammuto,Q1327710
Q17150172,Forte Tenors,Q183387
Q17148786,Wild Cub,Q6897006
Q17155565,Kyng,Q7299616
Q17151598,The Valentines,Q4779433
Q17151598,The Valentines,Q7288652
Q17149737,Artifex Pereo,Q2297042
Q17153560,Black Fast,Q1273666
Q17150266,Holy Ghost Revival,Q4571998
Q17150563,Spiders & Snakes,Q1397901
Q17153455,Magic Man,Q183387
Q7711655,TheStart,Q212699
Q7711848,The 28th Street Crew,Q277626
Q7759859,The Red Devils,Q466649
Q7759997,The Redwalls,Q7883826
Q7760090,The Reivers,Q5204442
Q7710156,Thanatopsis,Q1751651
Q7711974,The 6ths,Q578943
Q7711948,The 5 Browns,Q1635905
Q7760052,The Regime,Q1971223
Q7806569,Times Two,Q645889
Q7760039,The Refreshments,Q165745
Q7805524,Timeflies,Q190585
Q7805393,Time of Orchids,Q657558
Q7805393,Time of Orchids,Q1143936
Q6533236,Lethal,Q702340
Q6072251,IronChrist,Q3933535
Q6529849,Les Paul and Mary Ford,Q193023
Q6057865,Into The Presence,Q4035084
Q6057865,Into The Presence,Q7299616
Q6529347,Les Claypool's Fancy Band,Q7238912
Q6531768,Lestat,Q7036843
Q6053741,International Superheroes of Hardcore,Q913631
Q6521376,Lemonade,Q5048254
Q6532216,Let's Active,Q2265719
Q6047750,Internal Void,Q5707538
Q6521602,Lemuria,Q1631774
Q6061091,Invisibl Skratch Piklz,Q3625308
Q6072404,Iron City Houserockers,Q2338889
Q6072664,Iron Man,Q5707538
Q7102813,Orion the Hunter,Q1110777
Q6841252,Middle Brother,Q7140619
Q6860315,Milo Greene,Q726251
Q6861593,Miltown,Q2718029
Q7100163,Orcas,Q474113
Q6844132,Mighty Joe Plum,Q202440
Q6851221,Milemarker,Q1146832
Q7099651,Orange Island,Q16849640
Q6845805,Mike & Brenda Sutton,Q7388645
Q6861316,Milton Mapes,Q7883826
Q7099805,Oranger,Q5347100
Q6859845,Millions,Q7457741
Q7100031,Orbit,Q277626
