band,bandLabel,reclabel
Q991278,Escape the Fate,Q726153
Q991278,Escape the Fate,Q4038001
Q1155385,Third Eye Blind,Q21077
Q1155221,Demiricous,Q756320
Q1154614,Dirty Projectors,Q1238400
Q1154636,DNA,Q3100754
Q1752355,Verse,Q913631
Q1753111,Fifth Dimension,Q4883239
Q1753111,Fifth Dimension,Q7564192
Q1752695,Necrophagia,Q8000759
Q1753105,Saves the Day,Q264980
Q1752769,Mother's Finest,Q202585
Q935905,Rooney,Q212699
Q934794,Sinch,Q7354646
Q935503,Halestorm,Q202440
Q935884,The Staple Singers,Q216364
Q935884,The Staple Singers,Q1561941
Q935884,The Staple Singers,Q5086379
Q1888903,Midtown,Q183387
Q1888903,Midtown,Q960732
Q1890051,Mona,Q190585
Q1888627,The Slackers,Q1239845
Q1890540,Manmade God,Q466649
Q1890925,Manntis,Q158867
Q1888213,Mamiffer,Q2718029
Q1889932,Wipers,Q1123266
Q1891322,Sleater-Kinney,Q778673
Q1457648,Karma to Burn,Q18628
Q1462602,The Muffs,Q843402
Q1454194,Maxeen,Q266645
Q1461426,Karate,Q1131655
Q1455399,Pinback,Q1327710
Q1453762,Frehley's Comet,Q477213
Q1463593,Out Hud,Q1144907
Q1457226,Orpheus Chamber Orchestra,Q168407
Q1457636,Helstar,Q1113541
Q1159308,Dance Club Massacre,Q2905412
Q1157840,Dale Earnhardt Jr. Jr.,Q843402
Q1158706,Tragic Black,Q1164848
Q1158688,Damn Yankees,Q843402
Q1160206,Television,Q193023
Q1160206,Television,Q726251
Q1158708,The For Carnation,Q1853623
Q1442856,The Sentinals,Q1183770
Q1450156,The Outsiders,Q193023
Q1440650,Black Star Riders,Q158886
Q1442351,Seaweed,Q778673
Q1442004,3rd Strike,Q387539
Q1441500,The Remingtons,Q4836116
Q1444551,Franke and the Knockouts,Q1935430
Q1445090,The Teenagers,Q4779433
Q1445090,The Teenagers,Q5529758
Q930112,The Decemberists,Q193023
Q930112,The Decemberists,Q1741329
Q1067585,Charming Hostess,Q2297757
Q1068120,Chastain,Q1406986
Q1068668,R. Crumb & His Cheap Suit Serenaders,Q139064
Q1066977,L.A.P.D.,Q3998977
Q1066024,The Replacements,Q165711
Q1066024,The Replacements,Q7858059
Q1065615,The Champs,Q1060070
Q1065615,The Champs,Q4779433
Q1065615,The Champs,Q5068913
Q3624720,As Friends Rust,Q264980
Q3624720,As Friends Rust,Q5288377
Q3622475,Argyle Park,Q4357206
Q3603881,Abysmal Dawn,Q657558
Q3610610,Aletheian,Q756320
Q3631131,Avoid One Thing,Q266645
Q3611752,Alien Crime Syndicate,Q1402435
Q3615182,Ancestors,Q7694177
Q3630527,Automatic Man,Q190585
Q3604479,Acid Witch,Q52063124
Q3615713,V*Enna,Q5399565
Q3605591,Adrenalin O.D.,Q657558
Q3620554,Aorta,Q202440
Q2410963,The Draft,Q726153
Q2411379,The Five Keys,Q125272
Q2411020,The Edsels,Q949848
Q2411304,The Felice Brothers,Q1397914
Q2411020,The Edsels,Q4779433
Q2411304,The Felice Brothers,Q6675957
Q2410969,The Dream Weavers,Q557632
Q2411388,Five Stairsteps,Q2540765
Q2411388,Five Stairsteps,Q2663658
Q2411336,The Firebird Band,Q6696925
Q2411241,The Fairfield Four,Q843402
Q2411207,The Eyeliners,Q2905559
Q2411207,The Eyeliners,Q7131069
Q2409905,The Bobby Fuller Four,Q1183770
Q2409483,The Appleseed Cast,Q3777260
Q2409418,The Alpha Band,Q664167
Q2410006,The Brandos,Q201607
Q2409541,The Ascendicate,Q305378
Q2409964,The Bottle Rockets,Q885233
Q2409407,The Aislers Set,Q7542310
Q2409903,The Bobbettes,Q202440
Q2410071,The Browns,Q202585
Q2409423,Amazing Rhythm Aces,Q287177
Q2409957,The Books,Q869661
Q980356,Shadow Gallery,Q702361
Q981180,The Number Twelve Looks Like You,Q5322638
Q983933,Damageplan,Q726251
Q981129,Juliette and the Licks,Q7751417
Q980297,Nausea,Q8000759
Q980602,Re:Ignition,Q5172427
Q981392,Promises,Q323151
Q933998,In Fear and Faith,Q2154708
Q933296,The Click Five,Q202440
Q933308,Whitestarr,Q202440
Q933710,Original Dixieland Jass Band,Q183387
Q933710,Original Dixieland Jass Band,Q1122815
Q933710,Original Dixieland Jass Band,Q1470329
Q1061590,The Marshall Tucker Band,Q843402
Q1061590,The Marshall Tucker Band,Q1984458
Q1063654,Psychotic Waltz,Q756320
Q1063706,Prussian Blue,Q2145745
Q1063812,Shinedown,Q202440
Q3020722,Death Grips,Q216364
Q3020722,Death Grips,Q1324712
Q3021044,Deconstruction,Q466649
Q3020558,Dead Poetic,Q2297042
Q3020777,Deathray,Q1984458
Q3020563,Dead World,Q657558
Q2413357,The Parlor Mob,Q18628
Q3021189,Defeater,Q726153
Q1673071,Iron Cross,Q1228431
Q1671419,The Shelton Brothers,Q557632
Q1676074,Straylight Run,Q38903
Q1676084,Iwrestledabearonce,Q158867
Q1676084,Iwrestledabearonce,Q1144968
Q1671610,Intruder,Q756320
Q1742432,Kirby Stone Four,Q4779433
Q1749011,The O'Jays,Q1467665
Q1749011,The O'Jays,Q4883239
Q1751280,Redbone,Q216364
Q1749961,The Brothers Four,Q183387
Q1746210,Russian Circles,Q5457215
Q1750313,Soilent Green,Q657558
Q2290242,Bella Morte,Q2333358
Q2277542,Demolition 23,Q1808682
Q2288932,The Memphis Horns,Q1546001
Q1754173,The Disposable Heroes of Hiphoprisy,Q4639153
Q2277708,Sheer Terror,Q4923217
Q2280251,Shrinebuilder,Q3338703
Q2288552,Bongzilla,Q657558
Q1754565,The Reddings,Q330629
Q2287627,Pride & Glory,Q212699
Q2290182,Black Tape for a Blue Girl,Q3922861
Q1892425,Parliament,Q1046707
Q1895390,Nickel Creek,Q2386070
Q1906282,Leeland,Q5399565
Q1906282,Leeland,Q7317586
Q1892509,Spyro Gyra,Q671097
Q1892509,Spyro Gyra,Q2338889
Q1899385,Maritime,Q5216047
Q3023813,Death Ambient,Q2297757
Q3030276,The Last Vegas,Q4038001
Q3024742,Destroy the Runner,Q305378
Q3033777,Dogstar,Q3249038
Q3033776,Dogwood,Q2297042
Q3022291,Denali,Q1115142
Q3045729,E.Town Concrete,Q7299616
Q3025456,Devil in a Woodpile,Q885233
Q3024738,Destroy Destroy Destroy,Q2905412
Q3027728,Digable Planets,Q885833
Q3044061,Project 86,Q202440
Q3027728,Digable Planets,Q56064313
Q944911,Kid Dynamite,Q1115142
Q943934,Hate Eternal,Q838544
Q944541,From First to Last,Q726153
Q944541,From First to Last,Q2117925
Q943982,Rites of Spring,Q1228431
Q944143,Integrity,Q4037112
Q2412660,Fuel,Q3001888
Q2412660,Fuel,Q4352944
Q2412837,The Midnighters,Q1973145
Q2413253,The Original Surfaris,Q645889
Q2413253,The Original Surfaris,Q1251139
Q2412953,The Mugwumps,Q843402
Q938134,The Pandoras,Q2909797
Q938570,Mississippi Sheiks,Q885977
Q938630,Dropkick Murphys,Q1239845
Q938176,Tomahawk,Q993066
Q937276,XYZ,Q1123266
Q2700058,The Jets,Q2338889
Q2406943,Black Buddafly,Q654283
Q2715256,Fat Larry's Band,Q17125755
Q2715339,Raspberries,Q193023
Q2711323,Stellastarr,Q202585
Q2407684,Texas in July,Q264980
Q2408291,The Horrible Crowes,Q266645
Q2405560,Free Kitten,Q3047114
Q2405560,Free Kitten,Q3568013
Q2407684,Texas in July,Q5011971
Q1971990,Stetsasonic,Q1644016
Q1975827,TCB Band,Q202585
Q1975153,Of a Revolution,Q202440
Q1975153,Of a Revolution,Q2034661
Q1974953,Non Phixion,Q3549209
Q1972270,Sleeping with Sirens,Q726153
Q1972270,Sleeping with Sirens,Q2154708
Q941293,N.E.R.D,Q203059
Q941293,N.E.R.D,Q15995150
Q941292,Starland Vocal Band,Q202585
Q940034,Mindless Behavior,Q231694
Q939556,Stabbing Westward,Q183387
Q939494,Hermano,Q2362394
Q1753323,The Cab,Q1046066
Q1753323,The Cab,Q2291171
Q1753323,The Cab,Q4413456
Q1753323,The Cab,Q5190199
Q1753501,Samiam,Q1157099
Q1753290,Leftöver Crack,Q438628
Q1753290,Leftöver Crack,Q605388
Q1754107,Ted Leo and the Pharmacists,Q5552350
Q930879,Pygmy Lush,Q7353418
Q931174,Shiny Toy Guns,Q38903
Q931471,Sick of It All,Q264980
Q931471,Sick of It All,Q605388
Q931471,Sick of It All,Q1759336
Q930259,Calla,Q3502384
Q930259,Calla,Q4788909
Q1678183,Jade,Q1402435
Q1678447,Jagged Edge,Q1075485
Q1677725,The Charlatans,Q1728690
Q1676610,JJ Grey & MOFRO,Q5464045
Q939360,Sixx:A.M.,Q4038001
Q939429,Cybotron,Q1308364
Q3062682,The Budos Band,Q1165565
Q3067117,Fastbacks,Q778673
Q3077714,Wax Poetic,Q17150865
Q3065138,The Mummies,Q5401868
Q3072838,Firefall,Q202440
Q3046468,Earthlings?,Q2289028
Q3073768,The Conglomerate,Q538603
Q3071517,Field Mob,Q2338889
Q3064231,Factory 81,Q27184
Q3063174,Sun City Girls,Q1254522
Q3079999,Four Star Mary,Q2533251
Q3076445,Fool's Gold,Q2690060
Q3073375,Flash Cadillac & the Continental Kids,Q216364
Q1156998,Devourment,Q657558
Q1156378,Da Bush Babees,Q843402
Q1156376,Da Beatminerz,Q1426154
Q1155915,Spoon,Q726251
Q1155915,Spoon,Q1327994
Q1155915,Spoon,Q16999184
Q2083578,Double Trouble,Q216364
Q2085676,Phil Lesh and Friends,Q183387
Q2085496,Phenix Horns,Q466599
Q2086287,The Mermen,Q623319
Q2090571,Exit-13,Q657558
Q1983446,People Under the Stairs,Q4045743
Q1982872,NewSong,Q7317586
Q2089767,Pro-Pain,Q1536095
Q1978005,Nerf Herder,Q664167
Q3636207,Baton Rouge,Q202440
Q3642897,Untouchables,Q1228431
Q3639805,Big Dumb Face,Q3746620
Q3640690,Black Eyes,Q1228431
Q3641180,Blue Tears,Q2338889
Q3640741,Black NASA,Q7694177
Q3642925,Fuck,Q1327994
Q3647399,Jack Starr's Burning Starr,Q1849080
Q3643399,Civil Twilight,Q1473565
Q965445,Scissors for Lefty,Q5347100
Q963046,Fu-Schnickens,Q27184
Q962528,The Chocolate Watchband,Q2630076
Q966231,Skinless,Q657558
Q961810,The Chariot,Q305378
Q965154,Terrorizer,Q158867
Q965154,Terrorizer,Q838544
Q962524,Mentallo and the Fixer,Q4024842
Q965154,Terrorizer,Q1548644
Q3675936,Chronic Future,Q231694
Q3675739,Christie Front Drive,Q17143956
Q3678982,Claire Voyant,Q2333358
Q3678982,Claire Voyant,Q4439915
Q3677486,Circle of Dust,Q4357206
Q3679671,Classics of Love,Q1631774
Q3676067,Coalesce,Q838544
Q1015241,Thao & The Get Down Stay Down,Q1741329
Q1018174,Butthole Surfers,Q193023
Q1018174,Butthole Surfers,Q385558
Q1018174,Butthole Surfers,Q387539
Q1018174,Butthole Surfers,Q438628
Q1018174,Butthole Surfers,Q1853623
Q1018174,Butthole Surfers,Q2906225
Q1018174,Butthole Surfers,Q4818941
Q1018174,Butthole Surfers,Q6496594
Q1018174,Butthole Surfers,Q7646074
Q1011592,Whitecross,Q7600903
Q1016796,Burning the Masses,Q1390427
Q1016799,Burning Witch,Q1848896
Q1016799,Burning Witch,Q2718029
Q1016799,Burning Witch,Q7538686
Q2414502,The Swallows,Q585643
Q2414257,The Six Parts Seven,Q12718754
Q2414364,The Spaniels,Q679007
Q2414335,Sons of the Pioneers,Q557632
Q2414393,The Spudmonsters,Q702340
Q2414290,The SmashUp,Q7968897
Q2414697,The Tony Danza Tapdance Extravaganza,Q2905412
Q2414205,The Shondes,Q5420707
Q1025255,We the Kings,Q2050200
Q1025255,We the Kings,Q4413456
Q2094256,Luna,Q4788909
Q2097083,The Martinis,Q2996526
Q2094256,Luna,Q7042825
Q2095698,The Almost,Q203059
Q2092441,Picture Me Broken,Q477213
Q2095970,Saving Abel,Q203059
Q2092773,Poison Idea,Q1848896
Q2098530,Plasmatics,Q193023
Q2098530,Plasmatics,Q1750746
Q2098530,Plasmatics,Q3922628
Q994172,Explorers Club,Q3843260
Q994671,Brutal Truth,Q657558
Q994671,Brutal Truth,Q838544
Q1001230,Fieldy's Dreams,Q216364
Q1001450,Finch,Q212699
Q1001450,Finch,Q960732
Q1001450,Finch,Q2338889
Q1001450,Finch,Q7299616
Q994641,Brutality,Q158886
Q994641,Brutality,Q613837
Q994641,Brutality,Q8000759
Q1025255,We the Kings,Q203059
Q1025255,We the Kings,Q1025106
Q1023772,CIV,Q202440
Q1023772,CIV,Q1759336
Q1018737,Byzantine,Q2001931
Q1027165,Three 6 Mafia,Q183387
Q1027165,Three 6 Mafia,Q201607
Q1027165,Three 6 Mafia,Q330629
Q1027165,Three 6 Mafia,Q528124
Q1027165,Three 6 Mafia,Q7933110
Q1027165,Three 6 Mafia,Q16846039
Q1027165,Three 6 Mafia,Q17145597
Q1026817,California Guitar Trio,Q702361
Q1026817,California Guitar Trio,Q2308444
Q2293533,Terror,Q158867
Q2293533,Terror,Q913631
Q2293533,Terror,Q4037112
Q2291910,Skeletons,Q3104967
Q1886273,Make Believe,Q5457215
Q1887102,A Place to Bury Strangers,Q240804
Q2293151,Tribes of Neurot,Q657558
Q1887369,The Meters,Q843402
Q2118052,The Crusaders,Q885833
Q2118052,The Crusaders,Q1516254
Q2118895,The Association,Q279035
Q2120656,Tune-Yards,Q238095
Q2117532,Toxic Holocaust,Q657558
Q2117518,Ween,Q3074625
Q3081090,WC and the Maad Circle,Q522618
Q3091284,Future Islands,Q238095
Q3095082,Gandalf,Q193023
Q3089641,Jellyfish,Q1063242
Q3090295,Hella,Q2418036
Q3088576,The Evens,Q1228431
Q3093075,GZR,Q2283665
Q3089105,Niyaz,Q7532707
Q3083594,Black Hippy,Q16957703
Q3602656,A Pale Horse Named Death,Q694052
Q3571054,Xtreme,Q569244
Q3601264,ASG,Q657558
Q3572062,Year Long Disaster,Q1504121
Q3599258,504 Boyz,Q1815770
Q3574332,Omar Rodriguez Lopez Group,Q7423929
Q3570100,Wreck,Q1973834
Q3572184,Yerba Buena,Q7299616
Q3571048,Xscape,Q1075485
Q3596267,’Til Tuesday,Q216364
Q3600129,90 Day Men,Q1131655
Q953824,Terrorfakt,Q2333358
Q957090,The Obsessed,Q657558
Q957090,The Obsessed,Q5707538
Q955594,Havok,Q852900
Q953152,The Rockfords,Q216364
Q953444,Team Sleep,Q6794165
Q954429,Lucy Pearl,Q16841176
Q953289,Unified Theory,Q38903
Q1006939,G. Love & Special Sauce,Q1757254
Q1006939,G. Love & Special Sauce,Q2608177
Q1006939,G. Love & Special Sauce,Q4352944
Q1003262,Foxboro Hot Tubs,Q355175
Q1004336,Fun Lovin' Criminals,Q183412
Q1004442,Bullets and Octane,Q202585
Q3659322,Bosnian Rainbows,Q7423929
Q3653206,Walk the Moon,Q202585
Q3672076,Alesana,Q1144968
Q3672076,Alesana,Q1399294
Q3655388,Cannabis Corpse,Q1548644
Q3647810,Buzzoven,Q438628
Q3647810,Buzzoven,Q657558
Q3663632,Cats in Boots,Q193023
Q3666953,Cheap Sex,Q3925631
Q941355,Sonicflood,Q6144306
Q943592,Wreckx-n-Effect,Q202440
Q942910,Rocket from the Crypt,Q2566507
Q941421,The Faint,Q657558
Q941421,The Faint,Q1200368
Q941421,The Faint,Q1758109
Q942738,Mortician,Q657558
Q1937415,Misery Index,Q158886
Q1937415,Misery Index,Q657558
Q1937415,Misery Index,Q838544
Q1939021,Missing Persons,Q1349745
Q1939021,Missing Persons,Q3352666
Q1939097,Mission of Burma,Q4673036
Q1936709,Mingus Dynasty,Q183387
Q1936709,Mingus Dynasty,Q202440
Q1936709,Mingus Dynasty,Q726251
Q1936709,Mingus Dynasty,Q880530
Q969426,Trixter,Q2338889
Q972352,Brass Construction,Q1542119
Q971906,Demise of Eros,Q2669433
Q969914,Dwarves,Q726153
Q969914,Dwarves,Q2737528
Q973113,Eyehategod,Q158867
Q970140,SuperHeavy,Q277626
Q970143,Inhale Exhale,Q28221948
Q939139,Poison the Well,Q202440
Q938766,Head Automatica,Q843402
Q939139,Poison the Well,Q3773408
Q2103511,Pond,Q778673
Q2099006,Playa,Q654283
Q2107033,Powerglove,Q1273666
Q2102501,Twelve Tribes,Q675208
Q2099760,Plushgun,Q1644016
Q2100503,Reno Divorce,Q1655258
Q2103835,Pontiak,Q448723
Q2104761,Port O'Brien,Q11895838
Q2107050,The Power Station,Q193023
Q4652784,AM Taxi,Q50133002
Q4656307,A Day in Black and White,Q595607
Q4657291,A Hero A Fake,Q1636558
Q4657762,A Lighter Shade of Brown,Q7268757
Q4654262,ASKA,Q3925912
Q4657391,A Hope for Home,Q2669433
Q4651210,AD,Q2504576
Q4655349,A Band Called Pain,Q5753228
Q4656316,A Day in the Life,Q5037903
Q4653843,ARMS,Q6813316
Q4656581,A Dream Too Late,Q2297042
Q4656231,A Cursive Memory,Q669127
Q2411922,Blanche,Q1191537
Q2411634,The God Machine,Q2481499
Q2411576,The Gentrys,Q1881437
Q2411576,The Gentrys,Q4883239
Q2411413,Flatlinerz,Q654283
Q2411870,The Haters,Q657558
Q2411447,The Folk Implosion,Q231694
Q2411417,The Fleetwoods,Q1236446
Q2141857,Tourniquet,Q756320
Q2139942,Solitude Aeturnus,Q56598769
Q2140332,Alabama,Q5514504
Q2131764,Rare Earth,Q1124849
Q2138855,Rehab,Q216364
Q2121786,Quacky Duck and His Barnyard Friends,Q843402
Q2139942,Solitude Aeturnus,Q18628
Q2121325,Q and Not U,Q1228431
Q2139901,POP ETC,Q385558
Q1953822,Murphy's Law,Q3922628
Q1954545,Rogue Wave,Q778673
Q1954545,Rogue Wave,Q2608177
Q1944023,Monarch,Q7248324
Q1944942,Mono Puff,Q2883714
Q1950423,Slum Village,Q193023
Q1950423,Slum Village,Q277626
Q1951576,Wild Cherry,Q216364
Q1949420,Mosquitos,Q2883714
Q3098957,The Rentals,Q2016567
Q3095893,+/-,Q7694262
Q1909261,Matt Pond PA,Q796316
Q1927585,The Unseen,Q1239845
Q1916282,Medication,Q643677
Q1911474,Maurice Williams and the Zodiacs,Q679007
Q1916133,Medeski Martin & Wood,Q885833
Q1908294,Mates of State,Q809177
Q1915493,Meathook Seed,Q838544
Q1921113,Merauder,Q158867
Q1907359,Massacre,Q838544
Q1927874,Youth of Today,Q1759336
Q1934168,Milagres,Q1741329
Q1935620,Mills Blue Rhythm Band,Q994175
Q1935591,Million Dollar Quartet,Q898618
Q1932040,Tommy James & the Shondells,Q949848
Q2107067,Powerspace,Q1046066
Q2108115,Praxis,Q190585
Q2111919,Professional Murder Music,Q212699
Q2108115,Praxis,Q4830539
Q2109054,Preston School of Industry,Q1327994
Q2107050,The Power Station,Q1088453
Q2117518,Ween,Q726251
Q948216,Carolina Liar,Q202440
Q949311,Cop Shoot Cop,Q231694
Q948472,The Electric Hellfire Club,Q1397901
Q948472,The Electric Hellfire Club,Q39053117
Q950309,The B-52's,Q190585
Q950309,The B-52's,Q843402
Q950309,The B-52's,Q1200368
Q948873,Himsa,Q1759336
Q951410,VHS or Beta,Q1200368
Q952317,Last Tuesday,Q6901288
Q952805,MercyMe,Q183387
Q952805,MercyMe,Q216364
Q952805,MercyMe,Q3146765
Q953083,I See Stars,Q2117925
Q951665,The Mavericks,Q2902300
Q951665,The Mavericks,Q4043197
Q3104957,Ghost Mice,Q7200857
Q3107646,Girls,Q4034425
Q3107646,Girls,Q5927139
Q3100719,Genghis Tron,Q657558
Q3100619,The Amps,Q238095
Q3100202,Kumbia Kings,Q3298975
Q3100202,Kumbia Kings,Q61787856
Q3109017,My Life with the Thrill Kill Kult,Q231694
Q1959559,The Starting Line,Q960732
Q1969478,The Moonglows,Q772494
Q1969478,The Moonglows,Q2955959
Q1954901,Music Go Music,Q1759608
Q1967591,Scars of Tomorrow,Q756320
Q1965814,Nashville Pussy,Q694052
Q1971762,Faraquet,Q1228431
Q1968924,Sister Hazel,Q38903
Q1969932,Natural,Q330629
Q4676148,Acroma,Q38903
Q4674043,Acid Horse,Q2545760
Q4677820,Actual Tigers,Q193023
Q4676462,Across Five Aprils,Q1636558
Q4677728,Actors&Actresses,Q7752821
Q3520667,The Dove Shack,Q5511897
Q4682062,Adelphi,Q960732
Q4678457,Adair,Q7968897
Q3520624,The Dils,Q3701506
Q3520681,The Du Droppers,Q3422764
Q3520575,The Denison/Kimball Trio,Q4047764
Q4669530,Abriel,Q190585
Q4669530,Abriel,Q947109
Q4673013,Ace Troubleshooter,Q2297042
Q3121507,Guy,Q304509
Q3110146,Lakeside,Q402226
Q3125953,Halfcocked,Q1899781
Q3109658,God Is My Co-Pilot,Q7112858
Q3118219,Grupo Bryndis,Q280414
Q3115766,Gravewürm,Q52063124
Q3110679,The Remains,Q216364
Q3109760,Godhead,Q5307960
Q3109017,My Life with the Thrill Kill Kult,Q656752
Q2735342,Ahmir,Q7341055
Q2735737,Junior M.A.F.I.A.,Q202440
Q2735737,Junior M.A.F.I.A.,Q798658
Q2735603,The Downtown Fiction,Q1399294
Q2735603,The Downtown Fiction,Q3381546
Q2735737,Junior M.A.F.I.A.,Q3639792
Q2147388,The Afters,Q183387
Q2147388,The Afters,Q3146765
Q2143368,The Walkabouts,Q778673
Q2142320,The Seeds,Q5513979
Q2143703,The Crickets,Q994175
Q2143703,The Crickets,Q1131870
Q2145067,Replicants,Q3249038
Q1079267,Christian Death,Q1470264
Q1080874,Jeromes Dream,Q595607
Q1087574,Chromatics,Q3110013
Q1087574,Chromatics,Q7846500
Q2154159,Ringworm,Q657558
Q2154159,Ringworm,Q4037112
Q2152798,Righteous Pigs,Q158886
Q2155395,Rival Schools,Q190585
Q2155395,Rival Schools,Q3381546
Q2151848,Riders in the Sky,Q2164531
Q2153861,Disney Channel Circle of Stars,Q54860
Q2154624,The Bruisers,Q1758003
Q2148379,Rhythm Heritage,Q287177
Q3520732,The Elgins,Q43327
Q3521608,The Little Ones,Q1200368
Q3520712,The Effigies,Q3453655
Q3521608,The Little Ones,Q2964464
Q3521326,The Human Beinz,Q193023
Q3521251,The High & Mighty,Q1426154
Q3521188,The Halo Benders,Q3080929
Q3520809,The Extraordinaires,Q7260393
Q3521059,The Go Team,Q3080929
Q3521285,The Hombres,Q7923012
Q3520983,The Frogs,Q1254522
Q3520983,The Frogs,Q1626081
Q3520982,The Frost,Q2034661
Q945129,Film School,Q126039
Q947955,The Residents,Q2261249
Q947198,D4L,Q1998195
Q946124,Little Feat,Q843402
Q946099,Gloriana,Q843402
Q947322,Stolen Babies,Q2413622
Q3296741,Graham Central Station,Q843402
Q3299577,Behold... The Arctopus,Q2905412
Q3305720,Menajahtwa,Q575026
Q3302414,Dirty Little Rabbits,Q2413622
Q3298452,Material,Q3100754
Q3304580,Reggie and the Full Effect,Q17066445
Q3294761,Seemless,Q264980
Q3304003,Medications,Q1228431
Q3305177,V Factory,Q843402
Q1421497,Five Blind Boys of Mississippi,Q497149
Q1030927,Camper Van Beethoven,Q203059
Q1030927,Camper Van Beethoven,Q385558
Q1030927,Camper Van Beethoven,Q2034661
Q1030927,Camper Van Beethoven,Q2265719
Q1421122,Fit for an Autopsy,Q1273666
Q1030723,The 88,Q190585
Q2168041,Rotary Connection,Q772494
Q2168041,Rotary Connection,Q5016439
Q2166158,Roomful of Blues,Q195134
Q2166158,Roomful of Blues,Q2093233
Q2166292,Toad the Wet Sprocket,Q183387
Q2166782,ABN,Q1971223
Q2170635,Rova Saxophone Quartet,Q880530
Q2170635,Rova Saxophone Quartet,Q17080058
Q4659131,A Ragamuffin Band,Q7317586
Q4660595,A Weather,Q7691534
Q4657951,A Lot Like Birds,Q264980
Q4658325,A Moment's Worth,Q330629
Q4666896,Aberdeen City,Q5302423
Q4663166,Abaco Dream,Q277626
Q4666465,Abecedarians,Q578943
Q4663358,Abandon Kansas,Q6144306
Q4663359,Abandon,Q3314894
Q4666876,Aberdeen,Q3473424
Q4668655,Above the Golden State,Q2504576
Q4660258,A Tragedy in Progress,Q3150119
Q2719925,Soulive,Q1124061
Q2719925,Soulive,Q7919315
Q2734923,Ziggy Marley and the Melody Makers,Q203059
Q2734923,Ziggy Marley and the Melody Makers,Q726251
Q2734923,Ziggy Marley and the Melody Makers,Q1753057
Q2734923,Ziggy Marley and the Melody Makers,Q2164531
Q2734923,Ziggy Marley and the Melody Makers,Q14944631
Q2734923,Ziggy Marley and the Melody Makers,Q26253142
Q2734923,Ziggy Marley and the Melody Makers,Q56153540
Q2733657,Adler's Appetite,Q1406986
Q2733408,Unida,Q2289028
Q2723141,Pencey Prep,Q1146832
Q2720470,Freezepop,Q4785896
Q1371276,Ethnic Heritage Ensemble,Q1184501
Q1370588,New Edition,Q304509
Q1370588,New Edition,Q798658
Q1370588,New Edition,Q2338889
Q1372242,Mt. Helium,Q1899781
Q2845440,Anarbor,Q942820
Q2853143,Antibalas,Q1358555
Q2859326,Arab on Radar,Q3486287
Q2839847,Hum,Q202585
Q2839847,Hum,Q3001888
Q2839847,Hum,Q12857608
Q2867010,Assemble Head in Sunburst Sound,Q7694177
Q2852347,Another Bad Creation,Q4919209
Q2837517,All Out War,Q1636558
Q2844869,An Albatross,Q4672975
Q2871959,Aurra,Q2327062
Q2861688,Arma Angelus,Q3734513
Q1025716,Cage,Q702340
Q1025716,Cage,Q3925912
Q1026652,Calexico,Q183412
Q1026652,Calexico,Q4047764
Q1026723,Cali Swag District,Q193023
Q1025371,Caedmon's Call,Q3146765
Q1025371,Caedmon's Call,Q5399565
Q1025371,Caedmon's Call,Q7969695
Q868810,Haim,Q183387
Q867706,City of Caterpillar,Q595607
Q866410,Ill Niño,Q18628
Q866893,Funk Mobb,Q7507589
Q867390,Cimorelli,Q2482872
Q867641,Hollywood Bowl Orchestra,Q557632
Q866325,Bishop Allen,Q5245342
Q4643478,764-HERO,Q7897996
Q4643785,7L & Esoteric,Q797894
Q3686639,Confessor,Q838544
Q3686639,Confessor,Q1113541
Q3686639,Confessor,Q1548644
Q3684833,Common Rider,Q430070
Q4643925,7eventh Time Down,Q4835417
Q3684033,Come,Q1327994
Q4642994,707,Q1046707
Q4643819,7 Angels 7 Plagues,Q281881
Q4645284,8stops7,Q645889
Q4643016,70 Volt Parade,Q183387
Q4647250,A.M. Sixty,Q1191537
Q951170,Strike Anywhere,Q605388
Q951170,Strike Anywhere,Q1115142
Q951188,Success Will Write Apocalypse Across the Sky,Q158886
Q1397727,Total Chaos,Q3925631
Q1395987,Fantômas,Q993066
Q1392684,The Del-Vikings,Q1251139
Q1397675,Fast Life Yungstaz,Q654283
Q1393884,The Dixie Hummingbirds,Q2858450
Q1394100,Torche,Q2718029
Q1393057,Fair to Midland,Q2143246
Q1393568,Faith and the Muse,Q2333358
Q1423593,The Four Aces,Q557632
Q1423593,The Four Aces,Q1439985
Q1423593,The Four Aces,Q7926991
Q1423388,Ram Jam,Q216364
Q1421983,Chick Corea Elektric Band,Q7623477
Q1421558,Five Iron Frenzy,Q301475
Q1421558,Five Iron Frenzy,Q1631774
Q1422788,Gang Green,Q1758003
Q1422960,The Casualties,Q1548644
Q1422764,Ratatat,Q1123947
Q1422894,Swingin' Utters,Q266645
Q1422894,Swingin' Utters,Q605388
Q1373222,The Ataris,Q183387
Q1373222,The Ataris,Q537118
Q1373222,The Ataris,Q605388
Q1373222,The Ataris,Q1347984
Q1376262,Throwdown,Q673104
Q1376262,Throwdown,Q1273666
Q1374009,SR-71,Q330629
Q3376285,The Three Sounds,Q885833
Q3389277,Pistol Grip,Q797236
Q3376147,White Sister,Q3629023
Q3374629,Penance,Q549624
Q3374926,Pentatonix,Q202585
Q3373180,Paw,Q1273666
Q3375389,Knights of the Abyss,Q675208
Q1073095,Chimaira,Q158886
Q1073095,Chimaira,Q675208
Q1073095,Chimaira,Q1273666
