genre,genreLabel
http://www.wikidata.org/entity/Q464129,Mariachi
http://www.wikidata.org/entity/Q447962,Swing revival
http://www.wikidata.org/entity/Q446241,Neo-Medieval music
http://www.wikidata.org/entity/Q454071,German hip hop
http://www.wikidata.org/entity/Q460674,ska punk
http://www.wikidata.org/entity/Q455686,samba reggae
http://www.wikidata.org/entity/Q458480,neotraditional country
http://www.wikidata.org/entity/Q444340,crab canon
http://www.wikidata.org/entity/Q846219,Gagok
http://www.wikidata.org/entity/Q846833,Crossover jazz
http://www.wikidata.org/entity/Q845414,Ryūka
http://www.wikidata.org/entity/Q844245,Gypsy jazz
http://www.wikidata.org/entity/Q846119,psychedelic music
http://www.wikidata.org/entity/Q848399,easy listening
http://www.wikidata.org/entity/Q388296,afrobeat
http://www.wikidata.org/entity/Q388906,hardcore techno
http://www.wikidata.org/entity/Q388207,African-American music
http://www.wikidata.org/entity/Q388475,Cuban rumba
http://www.wikidata.org/entity/Q623824,Arabesque
http://www.wikidata.org/entity/Q622688,Andean new age music
http://www.wikidata.org/entity/Q623715,aleatoric music
http://www.wikidata.org/entity/Q622871,psychedelic trance
http://www.wikidata.org/entity/Q8361,baroque music
http://www.wikidata.org/entity/Q429264,West Coast hip hop
http://www.wikidata.org/entity/Q389631,Jumpstyle
http://www.wikidata.org/entity/Q420883,Homo hop
http://www.wikidata.org/entity/Q431415,Tejano music
http://www.wikidata.org/entity/Q9734,symphony
http://www.wikidata.org/entity/Q853873,Cantopop
http://www.wikidata.org/entity/Q854451,Celtic music
http://www.wikidata.org/entity/Q840065,new jack swing
http://www.wikidata.org/entity/Q840748,Iranian hip hop
http://www.wikidata.org/entity/Q842324,indie pop
http://www.wikidata.org/entity/Q649634,progressive folk music
http://www.wikidata.org/entity/Q646679,Neue Deutsche Welle
http://www.wikidata.org/entity/Q649823,country blues
http://www.wikidata.org/entity/Q646165,electrostep
http://www.wikidata.org/entity/Q648311,Detroit blues
http://www.wikidata.org/entity/Q645767,rave
http://www.wikidata.org/entity/Q646026,Argentine rock
http://www.wikidata.org/entity/Q474027,dancehall
http://www.wikidata.org/entity/Q476983,Synthpunk
http://www.wikidata.org/entity/Q475221,deathcore
http://www.wikidata.org/entity/Q837389,latin jazz
http://www.wikidata.org/entity/Q839029,Raï
http://www.wikidata.org/entity/Q837837,power pop
http://www.wikidata.org/entity/Q869210,Corrido
http://www.wikidata.org/entity/Q870340,Chalga
http://www.wikidata.org/entity/Q864605,biomusic
http://www.wikidata.org/entity/Q861823,electroclash
http://www.wikidata.org/entity/Q868855,old-school hip hop
http://www.wikidata.org/entity/Q851213,electronic dance music
http://www.wikidata.org/entity/Q852767,Southern rock
http://www.wikidata.org/entity/Q9759,blues
http://www.wikidata.org/entity/Q438476,alternative country
http://www.wikidata.org/entity/Q436016,Early music
http://www.wikidata.org/entity/Q438503,alternative hip hop
http://www.wikidata.org/entity/Q483251,death metal
http://www.wikidata.org/entity/Q481900,acid trance
http://www.wikidata.org/entity/Q482981,Pansori
http://www.wikidata.org/entity/Q876171,East Coast hip hop
http://www.wikidata.org/entity/Q874038,Deep house
http://www.wikidata.org/entity/Q873478,enka
http://www.wikidata.org/entity/Q9748,concerto
http://www.wikidata.org/entity/Q830325,horror punk
http://www.wikidata.org/entity/Q831354,smooth jazz
http://www.wikidata.org/entity/Q832665,hard trance
http://www.wikidata.org/entity/Q834959,samba-rock
http://www.wikidata.org/entity/Q835131,Goa trance
http://www.wikidata.org/entity/Q890887,Eurotrance
http://www.wikidata.org/entity/Q901610,Min'yō
http://www.wikidata.org/entity/Q898530,Wagnerian rock
http://www.wikidata.org/entity/Q903735,breakcore
http://www.wikidata.org/entity/Q899116,Neoclassical dark wave
http://www.wikidata.org/entity/Q898709,rave music
http://www.wikidata.org/entity/Q892958,boogaloo
http://www.wikidata.org/entity/Q880270,Traditional black gospel
http://www.wikidata.org/entity/Q885943,Blue Yodeling
http://www.wikidata.org/entity/Q885561,blue-eyed soul
http://www.wikidata.org/entity/Q888137,skweee
http://www.wikidata.org/entity/Q877693,rap rock
http://www.wikidata.org/entity/Q725991,Csárdás
http://www.wikidata.org/entity/Q723418,Cumbia
http://www.wikidata.org/entity/Q724755,early hardcore
http://www.wikidata.org/entity/Q725011,neo-classical metal
http://www.wikidata.org/entity/Q465978,extreme metal
http://www.wikidata.org/entity/Q466445,American primitive guitar
http://www.wikidata.org/entity/Q473602,music of Poland
http://www.wikidata.org/entity/Q469343,British hip hop
http://www.wikidata.org/entity/Q470611,Italian hip hop
http://www.wikidata.org/entity/Q613408,country rock
http://www.wikidata.org/entity/Q606393,Hi-NRG
http://www.wikidata.org/entity/Q610022,Kaseko
http://www.wikidata.org/entity/Q608862,anison
http://www.wikidata.org/entity/Q612024,contemporary classical music
http://www.wikidata.org/entity/Q624081,Arabic pop music
http://www.wikidata.org/entity/Q623904,Andalusian classical music
http://www.wikidata.org/entity/Q624044,Arabic music
http://www.wikidata.org/entity/Q627906,electro house
http://www.wikidata.org/entity/Q910606,music of Brittany
http://www.wikidata.org/entity/Q915152,progressive house
http://www.wikidata.org/entity/Q907799,Duranguense
http://www.wikidata.org/entity/Q918542,British blues
http://www.wikidata.org/entity/Q916387,exotica
http://www.wikidata.org/entity/Q906647,dixieland
http://www.wikidata.org/entity/Q9764,flamenco
http://www.wikidata.org/entity/Q922853,campaign song
http://www.wikidata.org/entity/Q932477,music of Hungary
http://www.wikidata.org/entity/Q930592,Italo dance
http://www.wikidata.org/entity/Q930995,queercore
http://www.wikidata.org/entity/Q928825,garage house
http://www.wikidata.org/entity/Q202925,tribal house
http://www.wikidata.org/entity/Q202919,berceuse
http://www.wikidata.org/entity/Q201405,Renaissance music
http://www.wikidata.org/entity/Q199415,Ziglibithy
http://www.wikidata.org/entity/Q202930,reggaeton
http://www.wikidata.org/entity/Q964658,Outlaw country
http://www.wikidata.org/entity/Q965635,underground hip hop
http://www.wikidata.org/entity/Q963369,vispop
http://www.wikidata.org/entity/Q963061,Highlife
http://www.wikidata.org/entity/Q966564,hardcore hip hop
http://www.wikidata.org/entity/Q961146,Haití
http://www.wikidata.org/entity/Q959583,schlager music
http://www.wikidata.org/entity/Q483352,thrash metal
http://www.wikidata.org/entity/Q483740,Anatolian rock
http://www.wikidata.org/entity/Q936573,crunk
http://www.wikidata.org/entity/Q942955,milonga
http://www.wikidata.org/entity/Q936942,post-industrial music
http://www.wikidata.org/entity/Q935586,liturgical music
http://www.wikidata.org/entity/Q932977,crossover thrash
http://www.wikidata.org/entity/Q719927,symphonic rock
http://www.wikidata.org/entity/Q722989,Hungarian folk music
http://www.wikidata.org/entity/Q720959,sludge metal
http://www.wikidata.org/entity/Q205049,world music
http://www.wikidata.org/entity/Q203775,swing music
http://www.wikidata.org/entity/Q836571,fantasia
http://www.wikidata.org/entity/Q835891,funk rock
http://www.wikidata.org/entity/Q835562,habanera
http://www.wikidata.org/entity/Q943929,traditional song
http://www.wikidata.org/entity/Q949369,funky house
http://www.wikidata.org/entity/Q944465,fusion
http://www.wikidata.org/entity/Q951392,Stile antico
http://www.wikidata.org/entity/Q211025,march
http://www.wikidata.org/entity/Q209498,2 Tone
http://www.wikidata.org/entity/Q209741,programme music
http://www.wikidata.org/entity/Q205560,trip hop
http://www.wikidata.org/entity/Q205978,Circus music
http://www.wikidata.org/entity/Q206159,psychedelic rock
http://www.wikidata.org/entity/Q650505,Rapso
http://www.wikidata.org/entity/Q655514,freestyle music
http://www.wikidata.org/entity/Q659599,art punk
http://www.wikidata.org/entity/Q660984,intelligent dance music
http://www.wikidata.org/entity/Q650316,drone music
http://www.wikidata.org/entity/Q485915,Trot
http://www.wikidata.org/entity/Q486263,bossa nova
http://www.wikidata.org/entity/Q9778,electronic music
http://www.wikidata.org/entity/Q956883,Carnatic music
http://www.wikidata.org/entity/Q958982,saeta
http://www.wikidata.org/entity/Q956717,kwaito
http://www.wikidata.org/entity/Q211781,free jazz
http://www.wikidata.org/entity/Q211756,dance-pop
http://www.wikidata.org/entity/Q207591,Romantic music
http://www.wikidata.org/entity/Q208239,salsa
http://www.wikidata.org/entity/Q967167,Russendisko
http://www.wikidata.org/entity/Q972424,old-time music
http://www.wikidata.org/entity/Q968165,Brukdown
http://www.wikidata.org/entity/Q969663,political hip hop
http://www.wikidata.org/entity/Q967654,Neurofunk
http://www.wikidata.org/entity/Q968730,industrial rock
http://www.wikidata.org/entity/Q970409,Unblack metal
http://www.wikidata.org/entity/Q997481,bubblegum pop
http://www.wikidata.org/entity/Q989478,sensitive style
http://www.wikidata.org/entity/Q976634,Sevillanas
http://www.wikidata.org/entity/Q973150,mandopop
http://www.wikidata.org/entity/Q486415,symphonic metal
http://www.wikidata.org/entity/Q486365,anarcho-punk
http://www.wikidata.org/entity/Q726239,noise
http://www.wikidata.org/entity/Q727781,Latin American music
http://www.wikidata.org/entity/Q727634,Ranchera
http://www.wikidata.org/entity/Q682417,Sogak
http://www.wikidata.org/entity/Q675553,swamp rock
http://www.wikidata.org/entity/Q669738,Yass
http://www.wikidata.org/entity/Q677542,Riot grrrl
http://www.wikidata.org/entity/Q674684,Sevdalinka
http://www.wikidata.org/entity/Q890575,punk metal
http://www.wikidata.org/entity/Q888612,deathgrind
http://www.wikidata.org/entity/Q485395,gothic rock
http://www.wikidata.org/entity/Q484692,hymn
http://www.wikidata.org/entity/Q484641,pop rock
http://www.wikidata.org/entity/Q484179,folk metal
http://www.wikidata.org/entity/Q484344,progressive metal
http://www.wikidata.org/entity/Q9794,reggae
http://www.wikidata.org/entity/Q211573,garage rock
http://www.wikidata.org/entity/Q211723,speed metal
http://www.wikidata.org/entity/Q1016608,burlesque
http://www.wikidata.org/entity/Q1026089,Cajun music
http://www.wikidata.org/entity/Q1045541,g-funk
http://www.wikidata.org/entity/Q1027999,vocal trance
http://www.wikidata.org/entity/Q1033912,Hard dance
http://www.wikidata.org/entity/Q1037693,modern rock
http://www.wikidata.org/entity/Q1092924,Villotta
http://www.wikidata.org/entity/Q1102161,jungle
http://www.wikidata.org/entity/Q1092837,post-bop
http://www.wikidata.org/entity/Q1096120,classic rock
http://www.wikidata.org/entity/Q1100989,glitch
http://www.wikidata.org/entity/Q752785,calypso music
http://www.wikidata.org/entity/Q749475,psybient
http://www.wikidata.org/entity/Q744417,Italo disco
http://www.wikidata.org/entity/Q750811,Minimal House
http://www.wikidata.org/entity/Q747717,heartland rock
http://www.wikidata.org/entity/Q212024,Spiritual
http://www.wikidata.org/entity/Q212688,dub
http://www.wikidata.org/entity/Q208341,pasodoble
http://www.wikidata.org/entity/Q208494,industrial metal
http://www.wikidata.org/entity/Q1071873,Chicago blues
http://www.wikidata.org/entity/Q1076092,technical death metal
http://www.wikidata.org/entity/Q1071244,Revival punk
http://www.wikidata.org/entity/Q1071961,Chicago house
http://www.wikidata.org/entity/Q10922,hardcore punk
http://www.wikidata.org/entity/Q11366,alternative rock
http://www.wikidata.org/entity/Q753520,Christian rock
http://www.wikidata.org/entity/Q753679,gangsta rap
http://www.wikidata.org/entity/Q487965,industrial music
http://www.wikidata.org/entity/Q487914,pop punk
http://www.wikidata.org/entity/Q1065742,religious music
http://www.wikidata.org/entity/Q1062400,chanson
http://www.wikidata.org/entity/Q1062702,video game music
http://www.wikidata.org/entity/Q213714,bluegrass music
http://www.wikidata.org/entity/Q216860,Lied
http://www.wikidata.org/entity/Q213149,Viking metal
http://www.wikidata.org/entity/Q213572,Neue Deutsche Härte
http://www.wikidata.org/entity/Q663979,glee
http://www.wikidata.org/entity/Q661651,show tune
http://www.wikidata.org/entity/Q667659,funk metal
http://www.wikidata.org/entity/Q665286,Luk thung
http://www.wikidata.org/entity/Q663519,breakbeat
http://www.wikidata.org/entity/Q757143,chill-out music
http://www.wikidata.org/entity/Q766240,cueca
http://www.wikidata.org/entity/Q756956,dark ambient
http://www.wikidata.org/entity/Q773880,bitpop
http://www.wikidata.org/entity/Q768134,Mestizo music
http://www.wikidata.org/entity/Q11365,grunge
http://www.wikidata.org/entity/Q10926,emo
http://www.wikidata.org/entity/Q11363,screamo
http://www.wikidata.org/entity/Q217295,mass
http://www.wikidata.org/entity/Q217467,art rock
http://www.wikidata.org/entity/Q739138,teen pop
http://www.wikidata.org/entity/Q728579,balwo
http://www.wikidata.org/entity/Q733804,hands up
http://www.wikidata.org/entity/Q740911,ragga
http://www.wikidata.org/entity/Q217191,soft rock
http://www.wikidata.org/entity/Q216961,Eurodance
http://www.wikidata.org/entity/Q710917,Sanjo
http://www.wikidata.org/entity/Q700423,Austropop
http://www.wikidata.org/entity/Q685884,vocal music
http://www.wikidata.org/entity/Q703778,neo-psychedelia
http://www.wikidata.org/entity/Q710673,aak
http://www.wikidata.org/entity/Q1046768,Música Popular Brasileira
http://www.wikidata.org/entity/Q1046838,New Wave of American Heavy Metal
http://www.wikidata.org/entity/Q1046801,turntablism
http://www.wikidata.org/entity/Q1046920,Dōjin music
http://www.wikidata.org/entity/Q1051575,humppa
http://www.wikidata.org/entity/Q11399,rock music
http://www.wikidata.org/entity/Q209137,post-rock
http://www.wikidata.org/entity/Q221772,acid jazz
http://www.wikidata.org/entity/Q221438,rhumba
http://www.wikidata.org/entity/Q25116,Argentine tango
http://www.wikidata.org/entity/Q20903,brostep
http://www.wikidata.org/entity/Q21092,moombahton
http://www.wikidata.org/entity/Q24383,German rock
http://www.wikidata.org/entity/Q20378,alternative metal
http://www.wikidata.org/entity/Q213665,K-pop
http://www.wikidata.org/entity/Q517415,Europop
http://www.wikidata.org/entity/Q504635,crossover
http://www.wikidata.org/entity/Q515074,Louisiana blues
http://www.wikidata.org/entity/Q505343,Jongo
http://www.wikidata.org/entity/Q513357,Coupé-Décalé
http://www.wikidata.org/entity/Q516568,New Orleans blues
http://www.wikidata.org/entity/Q20502,house music
http://www.wikidata.org/entity/Q20474,dubstep
http://www.wikidata.org/entity/Q787663,Guajira
http://www.wikidata.org/entity/Q790188,avant-garde jazz
http://www.wikidata.org/entity/Q805044,Balkan Brass
http://www.wikidata.org/entity/Q786815,turbo-folk
http://www.wikidata.org/entity/Q804401,Bakersfield sound
http://www.wikidata.org/entity/Q213121,New-age music
http://www.wikidata.org/entity/Q212944,klezmer
http://www.wikidata.org/entity/Q212952,boogie-woogie
http://www.wikidata.org/entity/Q268253,neo soul
http://www.wikidata.org/entity/Q265147,revolutionary song
http://www.wikidata.org/entity/Q271802,symphonic poem
http://www.wikidata.org/entity/Q267287,Dunedin sound
http://www.wikidata.org/entity/Q492096,Andean music
http://www.wikidata.org/entity/Q492643,Trad jazz
http://www.wikidata.org/entity/Q492264,film score
http://www.wikidata.org/entity/Q11403,samba
http://www.wikidata.org/entity/Q253137,rock opera
http://www.wikidata.org/entity/Q251192,downtempo
http://www.wikidata.org/entity/Q245296,Zydeco
http://www.wikidata.org/entity/Q252833,alpine folk music
http://www.wikidata.org/entity/Q252626,jota
http://www.wikidata.org/entity/Q1166218,dark rock
http://www.wikidata.org/entity/Q1165777,UK garage
http://www.wikidata.org/entity/Q1166321,darkstep
http://www.wikidata.org/entity/Q1166197,dark metal
http://www.wikidata.org/entity/Q1164847,dansband
http://www.wikidata.org/entity/Q1166158,dark cabaret
http://www.wikidata.org/entity/Q272167,shoegazing
http://www.wikidata.org/entity/Q274401,Oi!
http://www.wikidata.org/entity/Q278357,Oshare-Kei
http://www.wikidata.org/entity/Q7920719,Ver
http://www.wikidata.org/entity/Q7616089,Sthayi
http://www.wikidata.org/entity/Q7847070,Cifra
http://www.wikidata.org/entity/Q7676623,Taiwanese rock
http://www.wikidata.org/entity/Q7684951,Taqtuqa
http://www.wikidata.org/entity/Q7983231,Were music
http://www.wikidata.org/entity/Q8030395,Wolof music
http://www.wikidata.org/entity/Q8052472,Yeongsan hoesang
http://www.wikidata.org/entity/Q7967858,Wangga
http://www.wikidata.org/entity/Q8197165,ambient black metal
http://www.wikidata.org/entity/Q8210150,Avanzada Regia
http://www.wikidata.org/entity/Q7901502,Uruguayan punk
http://www.wikidata.org/entity/Q7935998,Vishnupada
http://www.wikidata.org/entity/Q8032087,Wonky pop
http://www.wikidata.org/entity/Q7616955,Stile concitato
http://www.wikidata.org/entity/Q7672468,TV track
http://www.wikidata.org/entity/Q7692752,Tecnocumbia
http://www.wikidata.org/entity/Q7823768,Tonás
http://www.wikidata.org/entity/Q8044009,Xhosa music
http://www.wikidata.org/entity/Q7624424,Stronda music
http://www.wikidata.org/entity/Q8044658,Xintianyou
http://www.wikidata.org/entity/Q8072348,Zindalii
http://www.wikidata.org/entity/Q7561291,Songo-salsa
http://www.wikidata.org/entity/Q7855391,Turkish pop music
http://www.wikidata.org/entity/Q7911938,Vallenato-salsa
http://www.wikidata.org/entity/Q7801106,Tierra Caliente
http://www.wikidata.org/entity/Q7596498,stadium anthem
http://www.wikidata.org/entity/Q7676613,Taiwanese hip hop
http://www.wikidata.org/entity/Q7846276,Tropotianka
http://www.wikidata.org/entity/Q7687882,Tatar rock
http://www.wikidata.org/entity/Q7923265,Vesnianky
http://www.wikidata.org/entity/Q7972788,Wassoulou music
http://www.wikidata.org/entity/Q8062606,Yürük semai
http://www.wikidata.org/entity/Q7667734,T'ong guitar
http://www.wikidata.org/entity/Q7777494,theatre music
http://www.wikidata.org/entity/Q7832321,traditional bluegrass
http://www.wikidata.org/entity/Q7847156,truck-driving country
http://www.wikidata.org/entity/Q7800608,Desert blues
http://www.wikidata.org/entity/Q260095,ultra
http://www.wikidata.org/entity/Q261434,fight song
http://www.wikidata.org/entity/Q263524,Tswana music
http://www.wikidata.org/entity/Q263734,nu metal
http://www.wikidata.org/entity/Q264289,sophisti-pop
http://www.wikidata.org/entity/Q11401,hip hop music
http://www.wikidata.org/entity/Q783243,Australian hip hop
http://www.wikidata.org/entity/Q784310,electro hop
http://www.wikidata.org/entity/Q783097,college rock
http://www.wikidata.org/entity/Q783874,nasheed
http://www.wikidata.org/entity/Q775614,neofolk
http://www.wikidata.org/entity/Q780517,speed garage
http://www.wikidata.org/entity/Q223840,Hardstyle
http://www.wikidata.org/entity/Q224694,White power music
http://www.wikidata.org/entity/Q227045,zouk
http://www.wikidata.org/entity/Q235858,folk music
http://www.wikidata.org/entity/Q227036,Zouglou
http://www.wikidata.org/entity/Q1055871,J-rock
http://www.wikidata.org/entity/Q1062328,Chanson
http://www.wikidata.org/entity/Q1051843,neo-progressive rock
http://www.wikidata.org/entity/Q1060475,chamamé
http://www.wikidata.org/entity/Q1061165,Champeta
http://www.wikidata.org/entity/Q1051735,soca music
http://www.wikidata.org/entity/Q1054490,Ceòl Beag
http://www.wikidata.org/entity/Q236913,space rock
http://www.wikidata.org/entity/Q1091450,aggrotech
http://www.wikidata.org/entity/Q1091056,Funktronica
http://www.wikidata.org/entity/Q1078010,martial industrial
http://www.wikidata.org/entity/Q1089050,Latin Alternative
http://www.wikidata.org/entity/Q1090048,Chutney music
http://www.wikidata.org/entity/Q1092553,Celtic fusion
http://www.wikidata.org/entity/Q1090674,string orchestra
http://www.wikidata.org/entity/Q284543,ethereal wave
http://www.wikidata.org/entity/Q283405,Punta
http://www.wikidata.org/entity/Q286080,acoustic music
http://www.wikidata.org/entity/Q282131,merengue music
http://www.wikidata.org/entity/Q1159539,dangdut
http://www.wikidata.org/entity/Q1162475,Nóta
http://www.wikidata.org/entity/Q1162954,French pop music
http://www.wikidata.org/entity/Q1151260,D-beat
http://www.wikidata.org/entity/Q1151663,novelty song
http://www.wikidata.org/entity/Q1164252,deathrock
http://www.wikidata.org/entity/Q1190485,post-disco
http://www.wikidata.org/entity/Q1181308,death 'n' roll
http://www.wikidata.org/entity/Q1185390,disco polo
http://www.wikidata.org/entity/Q1166726,grime
http://www.wikidata.org/entity/Q1182371,deep funk
http://www.wikidata.org/entity/Q1136331,nu jazz
http://www.wikidata.org/entity/Q1136765,uplifting trance
http://www.wikidata.org/entity/Q1141081,lounge music
http://www.wikidata.org/entity/Q1136045,Wonky
http://www.wikidata.org/entity/Q1139136,horrorcore
http://www.wikidata.org/entity/Q1076539,choro
http://www.wikidata.org/entity/Q1077172,Instrumental hip hop
http://www.wikidata.org/entity/Q1076513,choral music
http://www.wikidata.org/entity/Q1077388,sentimental ballad
http://www.wikidata.org/entity/Q38848,heavy metal
http://www.wikidata.org/entity/Q38656,jazz-funk
http://www.wikidata.org/entity/Q1130969,fandango
http://www.wikidata.org/entity/Q1132152,math rock
http://www.wikidata.org/entity/Q1133657,traditional heavy metal
http://www.wikidata.org/entity/Q46046,baroque pop
http://www.wikidata.org/entity/Q46649,Jump-up
http://www.wikidata.org/entity/Q598929,post-punk
http://www.wikidata.org/entity/Q592060,free improvisation
http://www.wikidata.org/entity/Q598593,tech house
http://www.wikidata.org/entity/Q592330,dream pop
http://www.wikidata.org/entity/Q253918,melodic death metal
http://www.wikidata.org/entity/Q255406,jazz rap
http://www.wikidata.org/entity/Q217597,electro
http://www.wikidata.org/entity/Q220528,Rebetiko
http://www.wikidata.org/entity/Q220830,surf music
http://www.wikidata.org/entity/Q8261762,birthday song
http://www.wikidata.org/entity/Q9016941,Kantu
http://www.wikidata.org/entity/Q8812109,church music
http://www.wikidata.org/entity/Q9011351,jazzstep
http://www.wikidata.org/entity/Q9051097,Nueva ola
http://www.wikidata.org/entity/Q9067503,reggae punk
http://www.wikidata.org/entity/Q9014988,Jota Aragonese
http://www.wikidata.org/entity/Q9049284,nenia
http://www.wikidata.org/entity/Q9050551,noisegrind
http://www.wikidata.org/entity/Q8273152,Hutsulka
http://www.wikidata.org/entity/Q8347620,industrial coldwave
http://www.wikidata.org/entity/Q8261759,tonada
http://www.wikidata.org/entity/Q9035285,moshcore
http://www.wikidata.org/entity/Q493169,children's song
http://www.wikidata.org/entity/Q496929,Maloya
http://www.wikidata.org/entity/Q546206,Miami bass
http://www.wikidata.org/entity/Q544440,Filmi
http://www.wikidata.org/entity/Q542971,progressive death metal
http://www.wikidata.org/entity/Q546264,beat music
http://www.wikidata.org/entity/Q542703,melodic hardcore
http://www.wikidata.org/entity/Q535611,neoclassicism
http://www.wikidata.org/entity/Q526463,Detroit techno
http://www.wikidata.org/entity/Q535402,Tropipop
http://www.wikidata.org/entity/Q529742,Boom bap
http://www.wikidata.org/entity/Q534606,swamp blues
http://www.wikidata.org/entity/Q533914,National Socialist black metal
http://www.wikidata.org/entity/Q599510,romance
http://www.wikidata.org/entity/Q1191299,industrial hardcore
http://www.wikidata.org/entity/Q1191544,Kuduro
http://www.wikidata.org/entity/Q1192110,C-pop
http://www.wikidata.org/entity/Q1190565,jangle pop
http://www.wikidata.org/entity/Q54365,ska
http://www.wikidata.org/entity/Q48445,mashup
http://www.wikidata.org/entity/Q49451,progressive rock
http://www.wikidata.org/entity/Q1151259,Nueva canción
http://www.wikidata.org/entity/Q1147692,goregrind
http://www.wikidata.org/entity/Q1143741,Chicha
http://www.wikidata.org/entity/Q1141686,Galante music
http://www.wikidata.org/entity/Q1143752,Cumbia villera
http://www.wikidata.org/entity/Q1147752,incidental music
http://www.wikidata.org/entity/Q823080,no wave
http://www.wikidata.org/entity/Q823560,musique concrète
http://www.wikidata.org/entity/Q316930,dance music
http://www.wikidata.org/entity/Q290869,Son montuno
http://www.wikidata.org/entity/Q302401,punkabilly
http://www.wikidata.org/entity/Q307054,Schranz
http://www.wikidata.org/entity/Q310871,Lowercase
http://www.wikidata.org/entity/Q370778,twee pop
http://www.wikidata.org/entity/Q362515,Electrotango
http://www.wikidata.org/entity/Q367751,Pachanga
http://www.wikidata.org/entity/Q370515,New Wave of British Heavy Metal
http://www.wikidata.org/entity/Q372103,electronic body music
http://www.wikidata.org/entity/Q371745,timba
http://www.wikidata.org/entity/Q27190,protopunk
http://www.wikidata.org/entity/Q26473,Gregorian chant
http://www.wikidata.org/entity/Q37073,pop music
http://www.wikidata.org/entity/Q354204,Folklore of Argentina
http://www.wikidata.org/entity/Q360596,disco house
http://www.wikidata.org/entity/Q336567,Afro/Cosmic music
http://www.wikidata.org/entity/Q339906,Happy Hardcore
http://www.wikidata.org/entity/Q341396,acidcore
http://www.wikidata.org/entity/Q361164,Wienerlied
http://www.wikidata.org/entity/Q341395,acid techno
http://www.wikidata.org/entity/Q341364,acid house
http://www.wikidata.org/entity/Q373342,popular music
http://www.wikidata.org/entity/Q377910,post-hardcore
http://www.wikidata.org/entity/Q45981,rhythm and blues
http://www.wikidata.org/entity/Q320592,krautrock
http://www.wikidata.org/entity/Q325397,indietronica
http://www.wikidata.org/entity/Q1196752,traditional pop music
http://www.wikidata.org/entity/Q1195253,sea shanty
http://www.wikidata.org/entity/Q1195630,Neapolitan song
http://www.wikidata.org/entity/Q1127530,modal jazz
http://www.wikidata.org/entity/Q1127539,Delta blues
http://www.wikidata.org/entity/Q1113204,dub poetry
http://www.wikidata.org/entity/Q1123745,glam punk
http://www.wikidata.org/entity/Q1109947,Ragga hip hop
http://www.wikidata.org/entity/Q58339,disco
http://www.wikidata.org/entity/Q1361891,Jōruri
http://www.wikidata.org/entity/Q1370720,Humoresque
http://www.wikidata.org/entity/Q1368139,Esperanto music
http://www.wikidata.org/entity/Q1373485,underground music
http://www.wikidata.org/entity/Q1352148,Seconda pratica
http://www.wikidata.org/entity/Q1371364,ethno jazz
http://www.wikidata.org/entity/Q41343,post-metal
http://www.wikidata.org/entity/Q40461,bachata
http://www.wikidata.org/entity/Q1207347,Shibuya-kei
http://www.wikidata.org/entity/Q1253172,Southern hip hop
http://www.wikidata.org/entity/Q1229479,Lament
http://www.wikidata.org/entity/Q1242484,Doomcore
